result_id,result_month,winner_id,loser_id,winner_set_1,winner_set_2,winner_set_3,winner_set_4,winner_set_5,loser_set_1,loser_set_2,loser_set_3,loser_set_4,loser_set_5
1565,Sep-19,3718,1948598,6,7,0,0,0,3,6,0,0,0
1566,Aug-19,28145,11035,6,6,0,0,0,4,1,0,0,0
1567,Nov-19,125087,52797,7,6,0,0,0,6,0,0,0,0
1568,Mar-19,10473,11349,7,6,0,0,0,6,3,0,0,0
1569,Nov-19,2600323,3644,1,6,6,0,0,6,3,4,0,0
1570,Aug-19,3589,3671,7,6,0,0,0,6,4,0,0,0
1571,Oct-19,3503,95375,6,3,6,0,0,3,6,3,0,0
1573,May-19,3503,2526148,7,6,0,0,0,5,4,0,0,0
1574,Mar-19,3746,142094,6,7,7,0,0,7,5,6,0,0
1576,Oct-19,1740216,249413,6,6,0,0,0,1,3,0,0,0
1577,Feb-19,3993,53374,4,6,6,0,0,6,3,4,0,0
1578,Feb-19,4031,224678,3,7,7,0,0,6,6,5,0,0
1579,Nov-19,57251,54196,7,6,0,0,0,6,2,0,0,0
1581,Nov-19,49954,373773,6,6,0,0,0,1,2,0,0,0
1585,Mar-19,11035,219786,6,7,0,0,0,3,5,0,0,0
1586,Mar-19,11349,34159,6,6,0,0,0,3,2,0,0,0
1587,Aug-19,5218,1517181,6,6,7,0,0,3,7,5,0,0
1588,Aug-19,142094,52294,6,6,6,0,0,7,2,4,0,0
1589,Jul-19,260593,196974,6,3,6,0,0,4,6,4,0,0
1590,Feb-19,28399,10854,6,6,0,0,0,4,2,0,0,0
1592,Oct-19,3967,54415,7,6,0,0,0,6,3,0,0,0
1593,Sep-19,4464,4128,6,6,0,0,0,4,3,0,0,0
1594,Nov-19,247320,4401,6,6,0,0,0,3,4,0,0,0
1595,Nov-19,10273,40341,6,6,0,0,0,4,1,0,0,0
1597,Sep-19,3828,1517181,6,6,0,0,0,4,3,0,0,0
1601,Sep-19,10473,10885,4,6,6,0,0,6,4,1,0,0
1602,Oct-19,4190,230425,7,6,0,0,0,5,4,0,0,0
1603,Oct-19,95506,3482,7,7,0,0,0,5,6,0,0,0
1604,Sep-19,49953,73237,6,6,0,0,0,4,3,0,0,0
1606,Jan-19,3456,60157,6,7,6,0,0,2,5,2,0,0
1607,Jan-19,3686,3503,6,7,0,0,0,4,5,0,0,0
1611,Aug-19,4560,3962,7,7,0,0,0,6,5,0,0,0
1612,Nov-19,96338,4487,4,6,6,0,0,6,4,3,0,0
1613,Jan-19,3695,52337,7,7,0,0,0,6,6,0,0,0
1614,Oct-19,253923,3960,6,7,0,0,0,4,6,0,0,0
1617,Aug-19,1983491,1333268,3,6,6,0,0,6,4,4,0,0
1618,Jan-19,4193,60157,7,6,6,0,0,6,7,4,0,0
1619,Nov-19,1394186,75587,6,6,0,0,0,4,0,0,0,0
1620,Sep-19,45027,10807,6,2,7,0,0,1,6,5,0,0
1621,Feb-19,11348,191038,2,7,7,0,0,6,5,5,0,0
1622,Sep-19,3882,207438,4,7,6,0,0,6,6,3,0,0
1623,Oct-19,10286,1736726,6,6,0,0,0,3,0,0,0,0
1624,Jul-19,3828,2616345,6,7,0,0,0,2,5,0,0,0
1625,Oct-19,4633,28298,7,7,0,0,0,6,6,0,0,0
1627,Sep-19,50113,10244,7,2,6,0,0,6,6,0,0,0
1628,Feb-19,206781,34037,2,6,6,0,0,6,3,3,0,0
1630,Oct-19,4515,3468,6,6,0,0,0,4,1,0,0,0
1631,Jul-19,2544742,2516692,6,6,0,0,0,2,3,0,0,0
1632,Nov-19,1394186,70784,6,7,0,0,0,4,5,0,0,0
1635,Aug-19,10378,58272,6,6,7,0,0,7,4,6,0,0
1637,Feb-19,11767,52346,6,6,0,0,0,4,0,0,0,0
1638,Apr-19,10344,10347,6,6,0,0,0,2,4,0,0,0
1640,Sep-19,4073,51259,7,6,0,0,0,6,3,0,0,0
1643,Aug-19,3503,4487,6,6,0,0,0,3,4,0,0,0
1644,Aug-19,4515,83218,6,3,6,0,0,4,6,3,0,0
1646,Mar-19,206796,3478,1,7,6,0,0,6,5,3,0,0
1647,Apr-19,11356,10281,7,6,0,0,0,6,1,0,0,0
1648,Sep-19,4686,3608,7,6,0,0,0,5,4,0,0,0
1650,Sep-19,93398,4401,6,6,0,0,0,2,2,0,0,0
1651,Sep-19,53391,11225,6,6,0,0,0,4,2,0,0,0
1652,Aug-19,84513,11361,6,4,6,0,0,4,6,2,0,0
1653,Sep-19,4401,71162,7,6,0,0,0,6,0,0,0,0
1656,Oct-19,3478,95506,6,6,0,0,0,4,2,0,0,0
1657,Jul-19,11356,114452,6,7,6,0,0,7,5,3,0,0
1658,Jul-19,3558,1948598,6,6,0,0,0,4,0,0,0,0
1659,Jun-19,2086499,54638,6,5,7,0,0,4,7,6,0,0
1660,Aug-19,58272,146056,6,6,0,0,0,4,4,0,0,0
1662,Aug-19,10281,28487,4,6,7,0,0,6,2,6,0,0
1663,Aug-19,176778,45588,7,6,0,0,0,5,4,0,0,0
1664,Dec-19,10811,11461,6,7,0,0,0,1,5,0,0,0
1665,Jan-19,71334,28990,6,6,6,0,0,7,0,1,0,0
1667,Mar-19,3700,206806,7,7,0,0,0,5,6,0,0,0
1671,Oct-19,2536184,109210,6,6,0,0,0,4,2,0,0,0
1672,Jul-19,100217,28290,6,6,0,0,0,1,2,0,0,0
1673,Sep-19,53840,3469,6,7,0,0,0,2,5,0,0,0
1674,Sep-19,4802,3766,6,6,6,0,0,7,3,2,0,0
1675,Oct-19,191910,24753,6,7,0,0,0,2,6,0,0,0
1676,Mar-19,3961,2526148,6,6,0,0,0,4,2,0,0,0
1677,Sep-19,1742954,11277,6,7,0,0,0,1,5,0,0,0
1678,Oct-19,3878,52341,6,6,0,0,0,4,4,0,0,0
1679,Aug-19,1194009,4053,6,6,0,0,0,1,2,0,0,0
1680,Aug-19,200399,3469,5,6,7,0,0,7,4,6,0,0
1681,Aug-19,10383,10248,6,7,0,0,0,4,6,0,0,0
1684,Jan-19,67623,196974,6,7,0,0,0,4,6,0,0,0
1685,Aug-19,50083,10352,6,6,0,0,0,3,2,0,0,0
1686,Nov-19,1726478,2043795,6,6,0,0,0,2,2,0,0,0
1687,Mar-19,4072,95161,6,6,6,0,0,7,1,4,0,0
1690,Jan-19,11134,11035,6,6,0,0,0,2,2,0,0,0
1691,Oct-19,53840,3495,6,6,0,0,0,2,0,0,0,0
1692,Oct-19,206796,4151,6,7,0,0,0,4,5,0,0,0
1693,Oct-19,1739159,74148,6,6,0,0,0,3,1,0,0,0
1694,Nov-19,2170539,84486,6,7,0,0,0,3,6,0,0,0
1695,Feb-19,3993,3867,4,6,6,0,0,6,1,3,0,0
1696,Aug-19,259658,50083,3,6,6,0,0,6,4,2,0,0
1698,Jan-19,10378,75034,6,6,0,0,0,0,3,0,0,0
1701,Sep-19,70649,28990,7,6,0,0,0,5,1,0,0,0
1702,May-19,4310,1973204,4,7,6,0,0,6,6,4,0,0
1703,Feb-19,27182,1459374,6,7,0,0,0,3,6,0,0,0
1705,Mar-19,4686,53374,6,6,0,0,0,3,2,0,0,0
1707,Jul-19,51288,308451,7,4,7,0,0,6,6,6,0,0
1709,Sep-19,56823,4929,6,7,0,0,0,3,6,0,0,0
1710,Sep-19,11767,93201,6,6,0,0,0,4,3,0,0,0
1711,Mar-19,10338,1607950,3,6,7,0,0,6,1,5,0,0
1712,Jan-19,4031,4072,7,6,7,0,0,5,1,6,0,0
1713,Jan-19,2611704,1984892,3,7,6,0,0,6,6,0,0,0
1714,Sep-19,4075,49924,6,7,0,0,0,4,5,0,0,0
1717,Feb-19,24753,2096652,3,7,7,0,0,6,6,5,0,0
1720,Aug-19,91084,51322,1,6,6,0,0,6,2,2,0,0
1722,Oct-19,4686,95161,6,7,0,0,0,3,5,0,0,0
1727,Nov-19,3654,141998,6,6,0,0,0,4,1,0,0,0
1728,May-19,51259,864189,6,7,0,0,0,2,5,0,0,0
1729,Jul-19,1978582,2103686,6,6,6,0,0,7,1,0,0,0
1730,Sep-19,95375,72546,6,6,0,0,0,2,3,0,0,0
1732,Mar-19,10248,268261,6,3,6,0,0,4,6,4,0,0
1733,Aug-19,84513,10283,6,6,0,0,0,3,4,0,0,0
1734,Oct-19,11541,10280,7,6,0,0,0,6,2,0,0,0
1736,Nov-19,247320,142094,2,4,4,4,0,4,1,2,2,0
1737,Sep-19,54847,751615,4,6,7,0,0,6,2,6,0,0
1738,Feb-19,53374,3659,6,6,0,0,0,4,3,0,0,0
1739,Jul-19,4733,51790,6,6,0,0,0,4,2,0,0,0
1741,Sep-19,77968,2594847,6,6,0,0,0,2,1,0,0,0
1742,Oct-19,1398938,77973,6,6,0,0,0,2,2,0,0,0
1743,Feb-19,2516689,3907,6,6,0,0,0,2,4,0,0,0
1744,Aug-19,2566922,4654,6,6,0,0,0,0,3,0,0,0
1745,Aug-19,3901,3855,6,7,0,0,0,4,5,0,0,0
1747,Feb-19,10793,10785,6,6,0,0,0,1,1,0,0,0
1748,Oct-19,52833,45581,6,6,0,0,0,2,4,0,0,0
1753,Jul-19,28081,5218,7,6,0,0,0,6,1,0,0,0
1754,Oct-19,54846,74092,4,6,7,0,0,6,3,6,0,0
1755,Oct-19,4686,3570,6,6,0,0,0,2,4,0,0,0
1756,Nov-19,55282,207039,2,6,6,0,0,6,4,4,0,0
1757,Nov-19,282461,52797,6,6,0,0,0,2,1,0,0,0
1758,Sep-19,217512,55908,6,6,7,0,0,7,4,6,0,0
1759,Jul-19,1517181,3608,2,6,6,0,0,6,3,4,0,0
1760,Oct-19,3687,3701,6,6,0,0,0,3,4,0,0,0
1761,Sep-19,10344,11640,6,6,0,0,0,2,4,0,0,0
1764,Aug-19,3482,3723,7,6,0,0,0,5,3,0,0,0
1765,Mar-19,11666,844356,7,6,0,0,0,6,1,0,0,0
1766,Jan-19,10306,1784530,6,7,0,0,0,1,5,0,0,0
1767,Oct-19,5164,65230,6,6,0,0,0,4,3,0,0,0
1769,Aug-19,4508,3699,7,6,0,0,0,5,2,0,0,0
1770,Jul-19,2204585,253016,7,3,6,0,0,6,6,1,0,0
1773,Jun-19,286985,4053,6,6,6,0,0,1,7,0,0,0
1774,Jul-19,3724,141946,6,6,0,0,0,4,2,0,0,0
1775,Sep-19,28145,10885,7,6,0,0,0,5,2,0,0,0
1776,Dec-19,379580,217710,6,6,0,0,0,2,4,0,0,0
1777,Feb-19,3878,52337,7,6,0,0,0,6,4,0,0,0
1778,Mar-19,51304,10286,6,6,0,0,0,4,1,0,0,0
1779,Nov-19,1740216,4464,7,6,0,0,0,6,4,0,0,0
1781,Mar-19,1398936,41668,6,4,7,0,0,2,6,5,0,0
1783,Sep-19,11767,27373,6,7,0,0,0,2,5,0,0,0
1784,Oct-19,53255,3564,6,6,0,0,0,4,3,0,0,0
1785,Sep-19,268261,10789,6,6,0,0,0,2,2,0,0,0
1788,Oct-19,10340,42790,3,6,6,0,0,6,2,2,0,0
1789,Jan-19,3712,207438,1,6,6,6,0,6,4,3,4,0
1791,Jul-19,94598,1726478,6,6,0,0,0,2,1,0,0,0
1793,Sep-19,27373,141923,7,6,0,0,0,5,4,0,0,0
1794,Oct-19,4151,235621,6,5,7,0,0,4,7,6,0,0
1795,Nov-19,54883,3746,6,6,0,0,0,3,4,0,0,0
1797,Jan-19,224678,3695,4,6,6,7,0,6,4,4,5,0
1798,Sep-19,10286,24836,7,6,0,0,0,6,4,0,0,0
1800,Aug-19,235621,2516689,6,7,6,0,0,3,6,0,0,0
1801,Oct-19,3685,3570,6,6,0,0,0,1,1,0,0,0
1803,Jul-19,4464,4633,6,6,0,0,0,4,4,0,0,0
1806,May-19,4707,2536184,6,7,0,0,0,4,6,0,0,0
1807,Jul-19,3699,51362,6,7,0,0,0,1,5,0,0,0
1809,Aug-19,3839,1978582,6,5,6,0,0,2,7,0,0,0
1813,Feb-19,3462,3460,6,6,0,0,0,3,4,0,0,0
1814,Jan-19,10250,10760,3,6,6,0,0,6,3,4,0,0
1815,Mar-19,11775,2595933,7,5,6,0,0,5,7,2,0,0
1816,Aug-19,28145,24753,7,6,0,0,0,5,0,0,0,0
1817,Mar-19,4445,2596786,7,7,0,0,0,6,6,0,0,0
1818,Feb-19,10346,74588,6,6,0,0,0,3,3,0,0,0
1819,Aug-19,4372,3468,6,6,0,0,0,3,4,0,0,0
1820,Sep-19,4487,51322,7,7,0,0,0,5,6,0,0,0
1821,Mar-19,3828,4169,6,3,7,0,0,4,6,6,0,0
1823,Aug-19,157972,173356,6,6,0,0,0,0,1,0,0,0
1825,Dec-19,379580,207050,6,6,0,0,0,3,3,0,0,0
1826,Jan-19,4193,2095984,5,1,6,6,6,7,6,2,3,2
1827,Feb-19,52346,28399,6,4,6,0,0,1,6,2,0,0
1828,Feb-19,46561,197507,7,2,7,0,0,6,6,6,0,0
1829,Feb-19,3659,52886,5,7,6,0,0,7,5,3,0,0
1830,Oct-19,5218,2044152,6,6,0,0,0,2,2,0,0,0
1831,Oct-19,51289,3960,7,6,0,0,0,5,1,0,0,0
1832,Feb-19,1398935,3607,6,6,0,0,0,1,2,0,0,0
1835,Mar-19,206806,3927,6,6,0,0,0,4,2,0,0,0
1837,Sep-19,53391,167938,7,2,6,0,0,6,6,1,0,0
1840,Oct-19,1710702,59382,6,6,0,0,0,3,4,0,0,0
1843,Jul-19,2596786,27182,7,6,0,0,0,6,4,0,0,0
1844,Sep-19,200425,3894,7,6,0,0,0,5,2,0,0,0
1846,Aug-19,2065915,4221,4,6,6,0,0,6,3,2,0,0
1848,Jan-19,54351,204410,6,6,6,0,0,3,3,3,0,0
1851,Jul-19,53449,4125,6,6,0,0,0,3,2,0,0,0
1855,Aug-19,203816,240231,7,4,6,0,0,6,6,1,0,0
1856,Sep-19,2555950,391097,6,6,0,0,0,3,3,0,0,0
1857,Feb-19,10769,10590,7,6,0,0,0,6,4,0,0,0
1859,Sep-19,218163,3503,6,6,0,0,0,3,2,0,0,0
1860,Dec-19,262476,1711967,6,7,0,0,0,4,5,0,0,0
1861,Jul-19,1399808,303997,6,3,7,0,0,4,6,6,0,0
1863,Aug-19,59419,4756,6,5,6,0,0,2,7,0,0,0
1864,Mar-19,51297,55282,6,6,0,0,0,3,2,0,0,0
1865,Aug-19,1554636,57216,3,6,6,0,0,6,2,2,0,0
1867,Oct-19,1740216,206329,6,6,0,0,0,2,3,0,0,0
1868,Oct-19,191910,1739159,6,6,0,0,0,3,2,0,0,0
1869,Sep-19,10785,51673,2,6,6,0,0,6,4,2,0,0
1870,Mar-19,2516689,203816,3,6,6,0,0,6,3,4,0,0
1872,Mar-19,4515,2611704,6,7,0,0,0,4,5,0,0,0
1873,Mar-19,3761,1399808,6,7,0,0,0,3,5,0,0,0
1875,Feb-19,28145,10789,6,6,0,0,0,0,3,0,0,0
1876,Aug-19,3671,4487,7,6,0,0,0,6,2,0,0,0
1877,Aug-19,87175,1394174,6,6,0,0,0,2,4,0,0,0
1878,Oct-19,4802,206794,6,6,0,0,0,3,2,0,0,0
1879,Sep-19,1948598,33380,6,6,0,0,0,3,2,0,0,0
1880,Oct-19,11134,10765,4,6,7,0,0,6,3,5,0,0
1881,Sep-19,11466,10352,6,3,6,0,0,3,6,1,0,0
1882,Feb-19,28145,10319,6,7,0,0,0,3,5,0,0,0
1884,Mar-19,10769,11666,6,6,0,0,0,3,3,0,0,0
1885,May-19,56823,3699,3,7,6,0,0,6,5,3,0,0
1887,Jan-19,398304,11666,6,6,6,0,0,7,1,3,0,0
1888,Feb-19,10885,268261,6,6,0,0,0,2,0,0,0,0
1889,Sep-19,53840,51296,7,7,6,0,0,6,6,3,0,0
1893,Feb-19,10281,84513,6,6,0,0,0,2,2,0,0,0
1895,Jul-19,1940917,3608,6,6,0,0,0,2,2,0,0,0
1896,Aug-19,58977,4299,6,6,0,0,0,3,2,0,0,0
1897,Aug-19,1940917,2516689,7,7,0,0,0,6,6,0,0,0
1898,Oct-19,268261,28504,6,6,0,0,0,3,3,0,0,0
1899,Sep-19,95506,1978582,4,6,6,0,0,6,1,4,0,0
1900,Sep-19,55908,3469,5,7,7,0,0,7,6,6,0,0
1901,Oct-19,606930,3464,6,3,6,0,0,2,6,3,0,0
1902,Oct-19,10286,10378,7,6,7,0,0,5,7,6,0,0
1904,Oct-19,191910,153464,6,6,0,0,0,2,0,0,0,0
1905,May-19,49924,3558,7,6,0,0,0,5,3,0,0,0
1906,Sep-19,58272,10378,6,6,0,0,0,1,1,0,0,0
1907,Oct-19,4515,235621,3,6,6,0,0,6,4,3,0,0
1909,Sep-19,53391,2092183,6,6,0,0,0,2,4,0,0,0
1910,Jun-19,1863628,206329,6,5,6,0,0,3,7,0,0,0
1911,Jul-19,2044152,1860951,6,3,6,0,0,2,6,2,0,0
1912,Jul-19,56735,373773,7,7,0,0,0,6,6,0,0,0
1913,Oct-19,95161,167878,6,3,6,0,0,4,6,3,0,0
1914,Sep-19,11366,981589,6,2,6,0,0,4,6,4,0,0
1915,Nov-19,2616345,1988251,6,6,0,0,0,3,3,0,0,0
1916,Oct-19,49953,204410,6,6,0,0,0,1,2,0,0,0
1918,Feb-19,3700,3701,7,6,0,0,0,6,4,0,0,0
1919,Jul-19,1945659,4122,6,3,6,0,0,3,6,0,0,0
1921,Oct-19,218163,3884,6,6,0,0,0,1,4,0,0,0
1922,Aug-19,2611772,28836,6,6,0,0,0,3,4,0,0,0
1924,Aug-19,1736726,51673,7,6,0,0,0,6,3,0,0,0
1927,Sep-19,2566922,4802,6,6,0,0,0,4,1,0,0,0
1929,Sep-19,70649,836822,6,2,6,0,0,0,6,2,0,0
1930,Aug-19,3499,2085750,6,6,6,0,0,2,4,4,0,0
1931,Aug-19,83218,142094,6,6,0,0,0,2,3,0,0,0
1932,Mar-19,2555959,2035498,7,6,0,0,0,6,2,0,0,0
1933,Oct-19,75587,49954,6,6,0,0,0,2,2,0,0,0
1934,Sep-19,10537,10823,6,7,0,0,0,3,5,0,0,0
1935,Oct-19,3993,606930,7,6,0,0,0,5,1,0,0,0
1936,Aug-19,2044152,2022457,6,7,0,0,0,3,6,0,0,0
1937,Jul-19,593241,259658,4,6,6,0,0,6,4,4,0,0
1938,Jul-19,2590128,2525708,6,6,0,0,0,4,4,0,0,0
1939,Jul-19,196974,4031,7,7,0,0,0,6,5,0,0,0
1940,May-19,55419,27273,1,6,6,0,0,6,1,4,0,0
1941,Sep-19,50037,67599,7,2,6,0,0,5,6,4,0,0
1942,Oct-19,2005359,3488,6,6,0,0,0,1,4,0,0,0
1944,Sep-19,4802,3460,7,6,0,0,0,6,4,0,0,0
1945,Sep-19,1945656,205438,7,6,0,0,0,6,3,0,0,0
1946,Sep-19,2516571,3679,6,6,0,0,0,3,0,0,0,0
1947,Jul-19,91084,56629,6,6,0,0,0,4,3,0,0,0
1948,Nov-19,734160,2092193,5,6,6,0,0,7,3,3,0,0
1949,Oct-19,95506,1940917,4,6,6,0,0,6,3,4,0,0
1950,Aug-19,60157,76531,4,6,6,0,0,6,3,2,0,0
1952,Sep-19,10788,11140,2,6,6,0,0,6,4,3,0,0
1954,Dec-19,11342,11466,6,6,0,0,0,4,2,0,0,0
1955,Feb-19,52886,54351,6,6,6,0,0,7,3,4,0,0
1956,Sep-19,11366,10371,7,6,0,0,0,5,3,0,0,0
1957,Sep-19,51245,65638,7,6,0,0,0,6,3,0,0,0
1958,Aug-19,1607952,70784,6,6,0,0,0,2,3,0,0,0
1959,Oct-19,3962,42681,6,7,0,0,0,4,6,0,0,0
1961,Nov-19,53198,11359,6,3,6,0,0,0,6,3,0,0
1962,Sep-19,11767,83015,6,7,6,0,0,7,6,3,0,0
1963,Mar-19,2516689,3723,6,6,0,0,0,2,4,0,0,0
1964,Jan-19,11370,10347,6,6,0,0,0,2,4,0,0,0
1965,Nov-19,3460,200392,6,5,6,0,0,3,7,3,0,0
1966,Aug-19,10765,981589,6,6,0,0,0,3,4,0,0,0
1967,Jan-19,3475,207438,4,6,6,0,0,6,3,4,0,0
1970,Feb-19,11342,10788,6,6,0,0,0,3,2,0,0,0
1972,Sep-19,52873,1609240,6,6,0,0,0,4,3,0,0,0
1975,Sep-19,4021,197507,7,6,0,0,0,6,2,0,0,0
1976,Sep-19,146056,2555959,6,3,7,0,0,4,6,5,0,0
1977,Nov-19,3894,54847,7,4,7,0,0,5,6,6,0,0
1981,Jun-19,64700,1517181,6,3,6,0,0,4,6,3,0,0
1982,Sep-19,51547,10287,6,6,0,0,0,2,3,0,0,0
1983,Jan-19,204410,53255,6,7,0,0,0,3,5,0,0,0
1984,Jan-19,200399,54351,7,6,0,0,0,6,4,0,0,0
1985,Aug-19,10248,28502,6,6,0,0,0,3,2,0,0,0
1987,Sep-19,3994,3558,4,6,6,0,0,6,3,4,0,0
1988,Feb-19,94283,4372,7,6,0,0,0,6,2,0,0,0
1989,Feb-19,806774,405461,6,6,0,0,0,1,4,0,0,0
1990,Oct-19,57418,281134,6,7,6,0,0,7,6,1,0,0
1991,Jun-19,1625971,308451,7,6,0,0,0,6,3,0,0,0
1993,Mar-19,806774,28097,6,6,0,0,0,2,2,0,0,0
1994,Feb-19,10850,10352,6,6,0,0,0,3,2,0,0,0
1995,Mar-19,11558,10473,7,5,6,0,0,6,7,4,0,0
1997,Oct-19,3464,3481,6,6,0,0,0,4,3,0,0,0
1998,Aug-19,82405,28900,6,5,6,0,0,3,7,4,0,0
2000,Aug-19,53449,4072,6,7,0,0,0,2,6,0,0,0
2001,Oct-19,42790,28875,7,3,6,0,0,5,6,1,0,0
2002,Oct-19,59419,212742,6,7,0,0,0,2,5,0,0,0
2003,Mar-19,206806,49953,4,6,6,0,0,6,4,3,0,0
2004,Oct-19,4072,52598,6,6,0,0,0,4,3,0,0,0
2005,Jul-19,28080,207055,7,6,0,0,0,6,1,0,0,0
2006,Aug-19,3671,3608,6,3,6,0,0,4,6,3,0,0
2007,Feb-19,34159,146056,6,3,6,0,0,2,6,2,0,0
2008,Jul-19,2500037,1374418,7,7,0,0,0,6,6,0,0,0
2009,Oct-19,1740216,1710702,6,7,0,0,0,3,5,0,0,0
2013,Feb-19,4169,95506,7,6,0,0,0,6,3,0,0,0
2014,Sep-19,4035,2132621,4,6,7,0,0,6,1,6,0,0
2015,Aug-19,1940917,49954,6,6,0,0,0,2,4,0,0,0
2016,Nov-19,53125,74171,7,6,0,0,0,6,2,0,0,0
2017,Sep-19,238409,56801,7,6,0,0,0,5,3,0,0,0
2020,Jun-19,1607952,2086499,6,6,0,0,0,4,3,0,0,0
2021,Oct-19,218163,3901,6,6,0,0,0,3,2,0,0,0
2022,Nov-19,3882,55965,7,6,0,0,0,6,2,0,0,0
2023,Mar-19,4686,2616345,6,6,0,0,0,4,0,0,0,0
2024,Oct-19,3495,196974,6,7,0,0,0,3,6,0,0,0
2025,Jan-19,70649,1969408,6,6,0,0,0,2,4,0,0,0
2026,Jul-19,3711,2616345,6,6,0,0,0,4,2,0,0,0
2028,Oct-19,49884,34201,6,6,0,0,0,4,4,0,0,0
2031,Sep-19,3564,3967,6,6,0,0,0,1,4,0,0,0
2032,Jul-19,93398,51433,6,6,0,0,0,4,3,0,0,0
2034,Sep-19,10383,10819,6,6,6,0,0,1,7,4,0,0
2035,Sep-19,59419,182561,6,6,0,0,0,4,3,0,0,0
2036,Mar-19,10793,2555953,6,7,0,0,0,4,5,0,0,0
2037,Nov-19,1740216,2616345,7,6,0,0,0,6,2,0,0,0
2038,Sep-19,3982,3867,6,6,0,0,0,3,4,0,0,0
2039,Feb-19,28990,2514772,1,6,7,0,0,6,0,5,0,0
2041,Sep-19,10807,141923,6,6,0,0,0,3,2,0,0,0
2042,May-19,1940917,4021,6,7,0,0,0,2,6,0,0,0
2043,Aug-19,50772,95506,6,5,6,0,0,4,7,4,0,0
2044,Sep-19,58272,11370,6,3,6,0,0,4,6,2,0,0
2045,Oct-19,3960,3607,4,7,6,0,0,6,6,3,0,0
2046,Mar-19,2108184,203816,7,7,0,0,0,6,6,0,0,0
2047,Oct-19,3701,3654,7,6,0,0,0,6,0,0,0,0
2050,Nov-19,4205,94283,6,6,7,0,0,7,4,5,0,0
2052,Jan-19,200425,3507,6,6,7,0,0,4,4,6,0,0
2053,Sep-19,54415,34201,6,6,0,0,0,1,4,0,0,0
2054,Feb-19,1712024,10964,6,7,0,0,0,1,5,0,0,0
2055,Sep-19,2005359,54171,4,7,6,0,0,6,6,2,0,0
2056,Aug-19,1194009,3882,6,7,0,0,0,3,6,0,0,0
2057,Jan-19,219786,58232,6,6,0,0,0,2,4,0,0,0
2058,Aug-19,207438,94283,6,6,7,0,0,4,7,6,0,0
2059,Aug-19,4417,3761,6,2,7,0,0,3,6,6,0,0
2060,Jun-19,2542115,60718,7,6,0,0,0,6,3,0,0,0
2061,Sep-19,10310,10537,6,6,0,0,0,2,2,0,0,0
2063,Aug-19,146056,391097,7,6,0,0,0,6,3,0,0,0
2064,Sep-19,58235,72510,6,6,0,0,0,3,1,0,0,0
2065,Aug-19,64700,5225,6,7,7,0,0,7,5,6,0,0
2066,Sep-19,606930,3499,4,6,6,0,0,6,1,2,0,0
2067,Aug-19,83218,28097,6,7,6,0,0,4,6,2,0,0
2068,Oct-19,51289,2616345,6,6,0,0,0,4,2,0,0,0
2069,Sep-19,4487,167844,6,7,0,0,0,3,6,0,0,0
2072,Jun-19,195354,207050,7,6,0,0,0,5,2,0,0,0
2073,Aug-19,4193,95506,6,4,6,0,0,3,6,3,0,0
2075,Oct-19,45027,161912,6,6,0,0,0,4,0,0,0,0
2076,Oct-19,94283,52294,7,6,0,0,0,6,4,0,0,0
2077,Oct-19,2230756,11076,7,6,0,0,0,6,0,0,0,0
2079,Jan-19,3867,1194009,6,4,6,6,0,4,6,4,3,0
2081,Oct-19,3700,49953,7,6,0,0,0,5,3,0,0,0
2082,Aug-19,53449,3587,1,2,7,6,7,6,6,5,3,6
2083,Aug-19,2170539,3718,7,7,0,0,0,5,6,0,0,0
2084,Jul-19,1601923,56274,6,6,0,0,0,3,2,0,0,0
2086,Oct-19,3871,3475,6,4,7,0,0,4,6,6,0,0
2087,Aug-19,11666,10819,6,6,0,0,0,1,0,0,0,0
2088,Nov-19,95375,51288,7,6,0,0,0,5,2,0,0,0
2089,Nov-19,51790,200394,6,3,6,0,0,0,6,3,0,0
2090,Sep-19,3765,51222,6,7,0,0,0,4,6,0,0,0
2091,Mar-19,3456,51297,6,6,0,0,0,1,4,0,0,0
2094,Mar-19,3713,206794,6,6,0,0,0,4,2,0,0,0
2095,Nov-19,3746,1399808,7,6,0,0,0,6,2,0,0,0
2098,Nov-19,64324,76531,4,7,6,0,0,6,5,3,0,0
2099,Sep-19,59419,205032,6,6,0,0,0,3,2,0,0,0
2101,Mar-19,10287,10274,6,6,0,0,0,2,1,0,0,0
2103,Sep-19,10793,1284129,6,2,6,0,0,4,6,2,0,0
2104,Aug-19,53449,3967,7,6,6,0,0,6,7,3,0,0
2105,Mar-19,4331,253923,6,7,0,0,0,3,6,0,0,0
2106,Oct-19,3503,87175,7,4,7,0,0,6,6,6,0,0
2107,Aug-19,10242,11035,6,6,0,0,0,4,2,0,0,0
2108,Apr-19,11356,51304,7,5,7,0,0,5,7,6,0,0
2110,Nov-19,3478,83218,6,6,0,0,0,3,4,0,0,0
2111,Jan-19,3832,142094,6,7,0,0,0,3,6,0,0,0
2112,Dec-19,1784530,2611772,6,6,0,0,0,3,2,0,0,0
2114,Nov-19,57251,28298,6,6,6,0,0,4,7,1,0,0
2117,Jul-19,802298,195354,6,6,0,0,0,3,3,0,0,0
2118,Sep-19,83015,10250,6,3,6,0,0,3,6,3,0,0
2120,Aug-19,10248,1763423,7,6,0,0,0,5,2,0,0,0
2124,Oct-19,3687,51289,7,6,0,0,0,6,4,0,0,0
