result_id,result_month,winner_id,loser_id,winner_set_1,winner_set_2,winner_set_3,winner_set_4,winner_set_5,loser_set_1,loser_set_2,loser_set_3,loser_set_4,loser_set_5
3263,Jan-19,11349,10469,4,7,6,0,0,6,5,2,0,0
3264,Jan-19,3474,2516689,6,6,6,0,0,1,3,3,0,0
3265,Jan-19,4560,3702,6,7,0,0,0,3,6,0,0,0
3266,Sep-19,2230756,10866,6,6,0,0,0,4,1,0,0,0
3267,Feb-19,206796,3712,3,6,6,0,0,6,3,2,0,0
3268,Feb-19,161912,10383,6,2,7,0,0,2,6,6,0,0
3269,Aug-19,55282,1940917,7,6,0,0,0,6,4,0,0,0
3270,Aug-19,3746,197507,6,6,0,0,0,2,3,0,0,0
3271,Jul-19,2095341,2517000,7,6,0,0,0,6,1,0,0,0
3274,Oct-19,45027,10383,6,6,0,0,0,4,2,0,0,0
3279,Aug-19,51673,53391,6,6,0,0,0,4,0,0,0,0
3280,Sep-19,10872,11461,6,6,0,0,0,2,2,0,0,0
3281,Mar-19,253195,3495,7,3,7,0,0,5,6,6,0,0
3282,Jul-19,84513,10412,7,6,0,0,0,6,1,0,0,0
3284,Mar-19,58272,51304,6,6,0,0,0,3,3,0,0,0
3285,Aug-19,200399,247320,6,7,4,6,0,3,6,6,3,0
3286,Oct-19,153464,10829,6,4,6,0,0,4,6,3,0,0
3288,Mar-19,206796,3570,6,6,0,0,0,4,4,0,0,0
3290,Oct-19,3456,94283,6,6,0,0,0,4,4,0,0,0
3291,Aug-19,3810,1863628,7,6,0,0,0,6,3,0,0,0
3292,Jan-19,11775,167938,6,6,7,0,0,7,1,5,0,0
3295,Mar-19,206783,5225,6,4,6,0,0,4,6,4,0,0
3296,Jan-19,60157,3700,7,7,0,0,0,6,6,0,0,0
3297,Sep-19,10248,10324,6,1,6,0,0,0,6,3,0,0
3298,Aug-19,141998,7479,6,6,0,0,0,4,3,0,0,0
3299,Aug-19,142720,11095,3,6,6,0,0,6,3,2,0,0
3300,Mar-19,218159,3698,6,7,0,0,0,3,5,0,0,0
3304,Sep-19,71334,1983491,6,7,0,0,0,3,5,0,0,0
3307,Oct-19,4047,54130,7,6,0,0,0,6,4,0,0,0
3308,Oct-19,2088345,45571,6,6,0,0,0,1,3,0,0,0
3309,Jul-19,303997,60718,7,7,0,0,0,5,6,0,0,0
3310,Mar-19,3507,3486,6,6,0,0,0,1,4,0,0,0
3312,Mar-19,2611704,198546,4,7,6,0,0,6,6,3,0,0
3313,Feb-19,3488,4560,7,6,6,0,0,6,7,4,0,0
3318,Jan-19,3478,3654,6,6,0,0,0,1,2,0,0,0
3319,Aug-19,2566922,2594847,6,6,0,0,0,2,1,0,0,0
3321,Feb-19,3605,45625,7,6,0,0,0,6,3,0,0,0
3323,Aug-19,373773,2536184,4,7,6,0,0,6,5,3,0,0
3324,Oct-19,3617,206783,6,6,0,0,0,3,3,0,0,0
3325,Sep-19,28081,308451,6,6,0,0,0,4,2,0,0,0
3327,Feb-19,3701,2085750,6,6,0,0,0,2,2,0,0,0
3330,Aug-19,3503,4169,6,6,0,0,0,4,3,0,0,0
3332,Oct-19,46561,4622,6,6,0,0,0,3,2,0,0,0
3333,Jul-19,51322,2095984,6,6,0,0,0,1,4,0,0,0
3334,Mar-19,378488,10249,6,6,6,0,0,0,7,1,0,0
3335,Nov-19,51289,95506,6,5,6,0,0,4,7,4,0,0
3336,Sep-19,11640,10281,6,6,0,0,0,4,3,0,0,0
3337,Feb-19,11370,593241,6,7,0,0,0,4,5,0,0,0
3338,Sep-19,1398935,212742,6,6,0,0,0,2,3,0,0,0
3341,Jan-19,3478,83218,6,6,4,6,0,3,4,6,0,0
3342,Aug-19,4690,1984892,6,6,0,0,0,3,4,0,0,0
3343,Oct-19,79558,87176,7,3,6,0,0,6,6,2,0,0
3344,Mar-19,224142,3564,6,6,6,0,0,4,7,3,0,0
3345,Sep-19,11342,11348,3,6,6,0,0,6,3,4,0,0
3346,Feb-19,263508,158788,4,6,6,0,0,6,2,4,0,0
3348,May-19,51794,5164,7,6,0,0,0,5,2,0,0,0
3349,Aug-19,4021,1157738,6,4,6,0,0,2,6,0,0,0
3350,Sep-19,3810,4464,4,7,6,0,0,6,6,0,0,0
3351,Aug-19,10339,10537,3,7,7,0,0,6,6,6,0,0
3352,Sep-19,1609206,59434,3,6,6,0,0,6,0,3,0,0
3353,Aug-19,95161,3994,7,7,0,0,0,6,5,0,0,0
3354,Mar-19,3488,3605,7,3,7,0,0,5,6,6,0,0
3356,Mar-19,1736726,51547,7,6,6,0,0,6,7,3,0,0
3358,Jan-19,11666,10322,6,1,6,0,0,3,6,3,0,0
3359,Aug-19,847617,10809,6,6,0,0,0,2,1,0,0,0
3360,Sep-19,57529,4075,6,6,0,0,0,3,1,0,0,0
3362,Sep-19,4035,3462,6,6,0,0,0,4,2,0,0,0
3363,Nov-19,167938,1393071,6,6,0,0,0,3,3,0,0,0
3364,Aug-19,10383,10532,7,6,0,0,0,5,2,0,0,0
3365,Mar-19,3475,2601750,6,6,7,0,0,7,2,6,0,0
3366,Mar-19,593241,10793,6,7,0,0,0,2,5,0,0,0
3369,Aug-19,3745,64318,4,6,6,0,0,6,3,2,0,0
3370,Oct-19,11076,53391,6,6,0,0,0,2,2,0,0,0
3371,Oct-19,1712668,179979,6,6,0,0,0,3,3,0,0,0
3374,Aug-19,58232,10850,6,4,6,0,0,4,6,2,0,0
3375,Oct-19,1570645,47138,6,6,0,0,0,4,3,0,0,0
3376,Nov-19,1570645,51256,6,6,0,0,0,4,4,0,0,0
3379,Aug-19,53374,4372,7,6,0,0,0,6,4,0,0,0
3380,Mar-19,4031,4072,7,6,0,0,0,5,1,0,0,0
3381,Jul-19,198546,2611704,7,4,6,0,0,6,6,3,0,0
3382,Sep-19,42587,10872,6,6,0,0,0,0,2,0,0,0
3383,Oct-19,10346,10788,6,6,0,0,0,3,4,0,0,0
3384,Jun-19,9505,173321,7,6,0,0,0,5,4,0,0,0
3385,Aug-19,2611704,3498,6,6,6,0,0,3,2,4,0,0
3387,Feb-19,77968,3462,6,7,0,0,0,3,6,0,0,0
3388,Feb-19,2611367,28990,6,3,6,0,0,3,6,3,0,0
3389,Aug-19,83218,260593,6,6,6,0,0,1,1,4,0,0
3390,Jun-19,2600371,241344,7,6,0,0,0,6,1,0,0,0
3391,Jul-19,53374,3713,6,6,0,0,0,3,4,0,0,0
3392,Nov-19,3686,51256,6,6,6,0,0,7,3,4,0,0
3393,May-19,2085750,1083703,6,6,0,0,0,3,3,0,0,0
3395,Jun-19,3534,64685,6,6,0,0,0,2,3,0,0,0
3396,Jun-19,4464,9505,6,7,6,0,0,7,6,4,0,0
3397,Oct-19,49924,1712668,6,6,0,0,0,3,2,0,0,0
3398,Jan-19,200399,2601750,6,7,0,0,0,4,6,0,0,0
3399,Nov-19,2594847,286985,6,6,0,0,0,2,0,0,0,0
3400,Mar-19,10250,1607950,6,4,6,0,0,4,6,4,0,0
3401,Sep-19,5164,208113,6,2,6,0,0,4,6,2,0,0
3406,Jun-19,802298,2204585,6,7,0,0,0,3,5,0,0,0
3407,Aug-19,1459374,54171,6,6,0,0,0,3,4,0,0,0
3409,Oct-19,124948,195354,6,3,6,0,0,1,6,3,0,0
3410,Sep-19,93201,259658,6,6,0,0,0,4,3,0,0,0
3411,Mar-19,11599,2230756,6,5,7,0,0,1,7,5,0,0
3413,Jan-19,34159,44963,6,6,0,0,0,2,4,0,0,0
3414,Sep-19,192639,1726478,4,7,6,0,0,6,6,4,0,0
3415,May-19,4633,141998,6,6,0,0,0,3,4,0,0,0
3416,Sep-19,7479,86388,6,6,0,0,0,0,4,0,0,0
3418,Sep-19,10310,10788,6,6,0,0,0,3,4,0,0,0
3420,Nov-19,197507,3718,4,6,6,0,0,6,1,4,0,0
3421,Jun-19,1971098,74171,6,6,7,0,0,4,7,5,0,0
3425,Oct-19,28150,219786,6,2,6,0,0,4,6,2,0,0
3426,Dec-19,28431,54460,6,6,0,0,0,3,2,0,0,0
3427,Aug-19,4122,50454,3,6,6,0,0,6,3,0,0,0
3428,Sep-19,3994,203816,6,7,0,0,0,3,6,0,0,0
3429,Oct-19,4372,83218,7,7,0,0,0,6,6,0,0,0
3430,Oct-19,3839,176778,6,6,0,0,0,1,3,0,0,0
3431,Jun-19,1444784,919337,6,6,6,0,0,4,7,2,0,0
3432,Oct-19,3478,3700,7,6,0,0,0,5,3,0,0,0
3433,Sep-19,3679,3466,6,6,0,0,0,3,2,0,0,0
3435,Feb-19,34159,59434,7,7,0,0,0,5,5,0,0,0
3436,Feb-19,3659,224134,7,6,0,0,0,6,1,0,0,0
3437,Oct-19,10347,65308,6,6,0,0,0,3,2,0,0,0
3440,Jul-19,3766,3765,7,6,0,0,0,6,3,0,0,0
3442,Feb-19,3711,206794,6,6,0,0,0,3,4,0,0,0
3443,Jul-19,27273,28527,6,7,0,0,0,1,6,0,0,0
3444,Jul-19,157972,259120,7,6,0,0,0,6,4,0,0,0
3446,Nov-19,28080,167844,6,6,0,0,0,2,4,0,0,0
3447,Nov-19,411593,47138,6,7,0,0,0,2,6,0,0,0
3449,Aug-19,398304,10590,4,6,6,0,0,6,1,4,0,0
3451,Sep-19,10703,141923,6,6,0,0,0,2,4,0,0,0
3454,Sep-19,10317,249399,6,2,6,0,0,2,6,4,0,0
3457,Sep-19,10248,10866,7,6,0,0,0,6,1,0,0,0
3458,Jul-19,2616345,1459374,7,7,0,0,0,5,5,0,0,0
3459,Feb-19,2595931,1398920,6,6,0,0,0,3,4,0,0,0
3460,Jan-19,268261,52346,6,6,0,0,0,4,4,0,0,0
3461,Nov-19,1978582,64324,6,6,0,0,0,1,2,0,0,0
3462,May-19,2536184,3605,6,7,7,0,0,7,5,6,0,0
3463,Jan-19,204410,53840,6,6,0,0,0,3,1,0,0,0
3464,Jul-19,4031,5218,6,6,0,0,0,1,1,0,0,0
3465,Sep-19,3713,1459374,6,6,0,0,0,4,3,0,0,0
3471,Oct-19,10286,45027,6,6,0,0,0,1,4,0,0,0
3473,Mar-19,53374,3701,6,6,0,0,0,2,1,0,0,0
3474,Aug-19,4690,206329,6,6,0,0,0,4,4,0,0,0
3475,Jan-19,52346,11361,6,0,6,0,0,1,6,0,0,0
3477,Oct-19,10292,51673,6,6,0,0,0,1,0,0,0,0
3478,Mar-19,3746,3644,6,2,6,0,0,3,6,4,0,0
3481,Aug-19,4193,3685,3,6,7,6,0,6,1,6,1,0
3482,Jan-19,10456,10352,6,6,6,0,0,7,0,3,0,0
3483,Dec-19,11466,10351,7,6,0,0,0,5,2,0,0,0
3485,Oct-19,49953,1863628,6,6,6,0,0,7,4,4,0,0
3486,Oct-19,3587,224134,4,6,6,0,0,6,2,1,0,0
3488,Sep-19,64428,47138,6,6,0,0,0,2,3,0,0,0
3489,Oct-19,45645,2098986,6,6,0,0,0,4,4,0,0,0
3491,May-19,3679,1940917,6,7,0,0,0,4,5,0,0,0
3493,Aug-19,34144,2595933,3,6,6,0,0,6,3,0,0,0
3494,Jun-19,2596786,3711,7,6,0,0,0,6,3,0,0,0
3495,Jul-19,3860,2086499,7,7,0,0,0,6,6,0,0,0
3496,Jan-19,3495,224678,4,7,7,0,0,6,6,5,0,0
3498,Oct-19,378488,10751,6,6,0,0,0,2,0,0,0,0
3499,Mar-19,10789,10794,3,7,6,0,0,6,5,4,0,0
3502,Nov-19,74171,405461,6,6,0,0,0,2,3,0,0,0
3503,Jul-19,2087254,51288,6,6,0,0,0,3,3,0,0,0
3504,Feb-19,27182,4464,4,6,7,0,0,6,3,6,0,0
3505,Aug-19,55282,55849,6,7,0,0,0,1,5,0,0,0
3508,Sep-19,34103,11558,6,6,0,0,0,3,1,0,0,0
3509,Sep-19,167878,205461,3,6,6,0,0,6,3,4,0,0
3512,Jul-19,4726,206329,6,6,0,0,0,2,3,0,0,0
3513,Sep-19,64700,3839,6,6,0,0,0,3,3,0,0,0
3514,Jan-19,28145,50083,6,6,0,0,0,2,0,0,0,0
3516,Jan-19,204410,4726,5,6,6,0,0,7,1,3,0,0
3518,Jul-19,2566922,55282,6,5,6,0,0,4,7,4,0,0
3519,Jul-19,2500037,2088345,6,6,0,0,0,1,3,0,0,0
3521,Oct-19,4072,45645,6,7,0,0,0,4,6,0,0,0
3523,Aug-19,2231281,10819,6,6,0,0,0,3,4,0,0,0
3524,Nov-19,1740216,1988251,4,6,6,0,0,6,4,4,0,0
3525,Feb-19,151401,60157,3,6,6,0,0,6,4,3,0,0
3530,Aug-19,259120,259658,6,2,6,0,0,3,6,2,0,0
3531,Mar-19,2231281,51304,6,6,0,0,0,4,3,0,0,0
3532,Nov-19,86294,1863628,3,7,6,0,0,6,6,4,0,0
3533,Jul-19,4075,197507,6,7,7,0,0,7,6,6,0,0
3534,Feb-19,11076,58244,7,6,0,0,0,6,3,0,0,0
3535,Oct-19,28145,10352,6,6,0,0,0,1,1,0,0,0
3536,Mar-19,10473,11695,6,6,0,0,0,3,3,0,0,0
3537,Aug-19,3488,142094,7,6,7,3,6,6,7,6,6,3
3538,Feb-19,11767,10328,6,7,0,0,0,2,5,0,0,0
3539,Oct-19,2005359,2065915,6,6,0,0,0,0,4,0,0,0
3541,Sep-19,167844,198728,7,6,0,0,0,5,4,0,0,0
3542,Jul-19,11356,10864,6,6,0,0,0,0,0,0,0,0
3544,Oct-19,10751,10246,7,6,0,0,0,6,0,0,0,0
3545,Nov-19,4021,74171,6,1,6,0,0,3,6,3,0,0
3546,Jan-19,51547,11695,6,6,0,0,0,3,1,0,0,0
3547,Oct-19,3828,54638,7,6,0,0,0,6,3,0,0,0
3548,Sep-19,10769,11599,6,6,0,0,0,1,1,0,0,0
3549,Aug-19,10281,2555953,6,6,0,0,0,4,4,0,0,0
3551,Jul-19,1940917,55282,6,6,0,0,0,2,3,0,0,0
3552,Oct-19,51256,4487,6,6,0,0,0,1,2,0,0,0
3555,Jul-19,55210,54554,6,6,0,0,0,4,4,0,0,0
3556,Mar-19,10854,28399,6,6,0,0,0,2,2,0,0,0
3557,Aug-19,85223,28399,1,6,6,0,0,6,3,3,0,0
3559,Sep-19,252053,1157738,7,7,0,0,0,6,6,0,0,0
3560,Aug-19,2097125,765205,3,6,6,0,0,6,1,1,0,0
3561,Sep-19,1736726,10473,6,6,0,0,0,2,4,0,0,0
3563,Jul-19,3619,64700,6,6,0,0,0,1,4,0,0,0
3564,Sep-19,34103,10287,6,6,0,0,0,3,4,0,0,0
3565,Oct-19,142094,95524,6,7,0,0,0,1,5,0,0,0
3566,Sep-19,200392,83713,6,4,6,0,0,3,6,4,0,0
3568,Dec-19,50083,10527,6,6,0,0,0,2,1,0,0,0
3570,Sep-19,11349,70649,6,4,6,0,0,4,6,1,0,0
3571,Dec-19,4445,4075,6,2,6,6,0,4,6,3,4,0
3573,Sep-19,10250,11076,6,6,0,0,0,2,4,0,0,0
3574,Oct-19,28298,87295,7,6,0,0,0,5,4,0,0,0
3575,Jan-19,10340,10479,6,7,0,0,0,4,6,0,0,0
3576,Mar-19,260593,224134,7,6,0,0,0,6,4,0,0,0
3578,Sep-19,70649,2230756,6,6,0,0,0,4,2,0,0,0
3579,Sep-19,28150,10339,7,3,6,0,0,5,6,2,0,0
3580,Sep-19,1489870,2095341,6,6,6,0,0,2,7,4,0,0
3581,Mar-19,53840,3713,6,6,0,0,0,4,4,0,0,0
3582,Nov-19,85086,69896,7,6,6,0,0,6,7,4,0,0
3587,Mar-19,10479,378488,4,7,6,0,0,6,6,3,0,0
3588,May-19,373773,411593,6,6,0,0,0,1,4,0,0,0
3589,Oct-19,1194009,1459374,6,6,0,0,0,4,4,0,0,0
3592,Dec-19,191924,191834,6,6,0,0,0,3,2,0,0,0
3593,Sep-19,378488,51547,6,6,0,0,0,4,1,0,0,0
3594,Feb-19,10793,2492783,6,6,0,0,0,1,2,0,0,0
3595,Aug-19,11348,270846,6,6,0,0,0,4,3,0,0,0
3597,Mar-19,2231281,10297,6,6,0,0,0,3,2,0,0,0
3599,Oct-19,2590128,1712668,7,6,0,0,0,5,2,0,0,0
3600,Sep-19,28081,1393213,2,6,6,0,0,6,2,1,0,0
3604,Jul-19,207050,51245,6,3,7,0,0,2,6,5,0,0
3605,Sep-19,3589,179923,6,6,0,0,0,4,2,0,0,0
3607,Feb-19,10479,50083,6,6,0,0,0,1,2,0,0,0
3608,Aug-19,64618,28990,6,6,0,0,0,3,1,0,0,0
3609,Jul-19,2070519,1489870,6,6,0,0,0,3,2,0,0,0
3610,Feb-19,4372,3499,6,6,0,0,0,2,3,0,0,0
3611,Nov-19,1570645,919337,6,6,0,0,0,4,3,0,0,0
3612,Nov-19,3558,273950,7,6,0,0,0,5,2,0,0,0
3613,Jan-19,3644,196974,6,6,6,3,7,7,2,4,6,6
3617,Jul-19,51322,303997,6,6,0,0,0,2,3,0,0,0
3618,Aug-19,10322,10403,6,6,0,0,0,2,2,0,0,0
3619,Sep-19,64700,1940917,6,6,0,0,0,4,3,0,0,0
3620,Sep-19,11095,10774,6,6,0,0,0,2,1,0,0,0
3623,Jul-19,3718,1887492,6,6,0,0,0,4,3,0,0,0
3625,Aug-19,53255,3700,6,6,0,0,0,3,4,0,0,0
3626,Nov-19,206329,9505,6,4,6,0,0,4,6,1,0,0
3627,Oct-19,51794,177312,7,2,6,0,0,6,6,1,0,0
3628,Feb-19,3961,1299416,3,6,6,0,0,6,4,4,0,0
3630,Jan-19,10281,10346,7,6,0,0,0,5,1,0,0,0
3631,Sep-19,141998,51288,6,6,0,0,0,1,1,0,0,0
3632,Mar-19,10769,142720,6,6,0,0,0,1,3,0,0,0
3634,Mar-19,66480,2616345,6,6,0,0,0,4,1,0,0,0
3635,Nov-19,247320,218163,4,4,4,0,0,0,2,1,0,0
3637,Aug-19,10479,11767,7,6,0,0,0,6,3,0,0,0
3638,Sep-19,3475,3725,6,6,0,0,0,1,4,0,0,0
3639,Dec-19,2590128,4445,7,6,6,0,0,6,2,3,0,0
3640,Sep-19,65230,439496,6,6,6,0,0,7,4,2,0,0
3641,Jul-19,96338,3862,7,6,0,0,0,5,3,0,0,0
3642,Sep-19,91959,1157738,6,6,0,0,0,4,2,0,0,0
3644,Jan-19,60157,198546,6,7,6,0,0,3,6,2,0,0
3646,Aug-19,52341,3503,7,6,6,0,0,6,3,0,0,0
3647,Mar-19,10340,240233,6,2,6,0,0,0,6,4,0,0
3651,Jul-19,2095346,51315,6,6,0,0,0,2,2,0,0,0
3652,Oct-19,2044152,64707,4,6,6,0,0,6,1,4,0,0
3653,Nov-19,83218,3993,6,6,0,0,0,2,2,0,0,0
3654,Oct-19,54415,52833,6,6,0,0,0,3,4,0,0,0
3656,Mar-19,10473,2231281,6,6,0,0,0,4,4,0,0,0
3657,Jan-19,11134,28900,7,6,0,0,0,5,4,0,0,0
3659,Sep-19,10378,45432,6,6,0,0,0,2,3,0,0,0
3660,Sep-19,10532,2206500,7,7,0,0,0,5,6,0,0,0
3661,Aug-19,4733,64700,2,7,6,0,0,6,6,4,0,0
3662,Oct-19,249413,2098883,6,6,0,0,0,3,2,0,0,0
3664,Mar-19,1736726,28900,7,6,0,0,0,6,2,0,0,0
3665,Sep-19,4299,56797,6,6,0,0,0,3,4,0,0,0
3666,May-19,2085750,56735,7,6,0,0,0,6,3,0,0,0
3668,Feb-19,4031,81226,3,6,6,0,0,6,3,4,0,0
3671,Oct-19,51433,2065915,7,7,0,0,0,6,5,0,0,0
3672,Mar-19,10248,1398920,6,3,7,0,0,0,6,5,0,0
3675,Sep-19,3654,2516571,6,6,6,0,0,3,7,1,0,0
3676,Feb-19,2616345,60718,4,6,6,0,0,6,2,4,0,0
3678,Dec-19,49884,51245,5,6,6,0,0,7,3,1,0,0
3680,Aug-19,1008596,49875,6,6,0,0,0,1,4,0,0,0
3682,Oct-19,3475,142094,6,6,0,0,0,3,4,0,0,0
3684,Feb-19,3993,3878,7,6,0,0,0,5,3,0,0,0
3685,Feb-19,3644,54182,6,7,0,0,0,1,6,0,0,0
3687,Sep-19,4802,3482,6,6,0,0,0,3,1,0,0,0
3690,Aug-19,11558,11666,6,6,0,0,0,4,4,0,0,0
3691,Apr-19,58272,52003,6,5,6,0,0,4,7,3,0,0
3692,Oct-19,46561,51433,7,2,6,0,0,5,6,2,0,0
3693,Jul-19,3878,3654,7,6,0,0,0,5,2,0,0,0
3694,Oct-19,2230756,191893,6,7,0,0,0,3,5,0,0,0
3695,Jul-19,253923,53255,3,6,6,0,0,6,2,3,0,0
3696,Mar-19,10306,10250,6,6,0,0,0,2,3,0,0,0
3697,Oct-19,219786,10352,1,6,6,0,0,6,3,4,0,0
3698,Aug-19,4193,198546,6,6,0,0,0,3,4,0,0,0
3699,Jul-19,4633,2085751,7,6,0,0,0,6,4,0,0,0
3700,Feb-19,77442,1573809,5,6,6,0,0,7,4,4,0,0
3701,Jul-19,76935,2204714,6,6,0,0,0,4,4,0,0,0
3706,Aug-19,3478,217512,6,6,0,0,0,3,4,0,0,0
3707,Feb-19,2514772,51438,4,7,6,0,0,6,6,2,0,0
3711,Jan-19,3867,2611704,6,6,6,0,0,3,4,4,0,0
3712,Jul-19,137424,206794,4,6,6,0,0,6,3,3,0,0
3713,Feb-19,3490,67499,6,6,0,0,0,4,4,0,0,0
3714,Jul-19,60157,5164,6,6,0,0,0,2,3,0,0,0
3715,Oct-19,3993,51289,2,7,6,0,0,6,5,3,0,0
3716,Aug-19,1984892,1459374,3,7,7,0,0,6,5,6,0,0
3717,Feb-19,4031,203816,6,6,0,0,0,0,2,0,0,0
3718,Dec-19,11342,206617,6,6,0,0,0,3,4,0,0,0
3720,Sep-19,11095,57541,6,6,0,0,0,3,1,0,0,0
3722,Oct-19,4464,3967,6,6,0,0,0,2,1,0,0,0
3723,Nov-19,53198,10889,6,6,0,0,0,3,4,0,0,0
3726,Oct-19,203816,67623,6,6,7,0,0,3,7,6,0,0
3727,Aug-19,56823,65230,6,6,0,0,0,3,2,0,0,0
3728,Sep-19,95161,46561,6,6,0,0,0,3,4,0,0,0
3729,Oct-19,4515,217512,7,6,0,0,0,6,3,0,0,0
3730,Sep-19,167878,9505,3,6,6,0,0,6,4,4,0,0
3731,Oct-19,308451,207527,7,3,6,0,0,6,6,1,0,0
3732,Mar-19,3850,2590128,6,6,0,0,0,2,2,0,0,0
3733,Mar-19,204410,4193,3,6,6,0,0,6,3,2,0,0
3734,Mar-19,51297,3832,6,6,0,0,0,4,4,0,0,0
3735,Nov-19,191903,2600371,6,6,0,0,0,0,2,0,0,0
3737,Sep-19,3469,4031,7,7,0,0,0,5,5,0,0,0
3738,Aug-19,53449,3982,1,7,6,0,0,6,6,3,0,0
3741,Oct-19,91084,4299,6,6,6,0,0,3,7,2,0,0
3743,Feb-19,11370,11095,3,6,6,0,0,6,1,4,0,0
3744,Oct-19,27182,166504,7,3,6,0,0,6,6,1,0,0
3745,Oct-19,10473,11134,6,3,7,0,0,3,6,6,0,0
3747,Jul-19,50772,4193,6,6,0,0,0,0,4,0,0,0
3748,Feb-19,11042,2035498,6,6,0,0,0,2,2,0,0,0
3755,Jul-19,60718,1625971,6,6,6,0,0,7,4,0,0,0
3756,Oct-19,3475,51314,6,6,0,0,0,4,0,0,0,0
3757,Oct-19,94283,260593,7,7,0,0,0,6,6,0,0,0
3759,May-19,57529,3460,6,6,0,0,0,4,3,0,0,0
3760,Aug-19,593241,54309,6,6,0,0,0,0,1,0,0,0
3761,Oct-19,5164,27182,7,6,0,0,0,5,4,0,0,0
3763,Oct-19,235621,3993,6,6,0,0,0,3,2,0,0,0
3768,Oct-19,3495,4417,6,7,0,0,0,3,5,0,0,0
3769,Jul-19,4073,2087254,7,1,6,0,0,6,6,2,0,0
3770,Jan-19,10759,10473,1,7,7,0,0,6,5,6,0,0
3772,Sep-19,10785,206886,6,4,6,0,0,3,6,1,0,0
3773,Jan-19,3462,53449,7,6,0,0,0,6,2,0,0,0
3775,Oct-19,204410,3867,6,3,7,0,0,3,6,5,0,0
3776,Oct-19,4690,218159,5,6,6,0,0,7,3,4,0,0
3778,Jul-19,93398,64675,6,6,0,0,0,3,3,0,0,0
3779,Sep-19,11370,10347,6,3,6,0,0,2,6,3,0,0
3780,Jan-19,224678,76531,7,6,6,0,0,6,3,3,0,0
3781,Oct-19,11541,2502217,6,7,0,0,0,2,5,0,0,0
3783,Jan-19,52294,3475,7,6,5,6,6,6,4,7,7,1
3784,Sep-19,167901,2097125,6,6,0,0,0,4,3,0,0,0
3787,Aug-19,51547,50083,3,6,6,0,0,6,3,1,0,0
3788,Mar-19,10850,51094,6,3,6,0,0,2,6,3,0,0
3790,Aug-19,10346,52345,7,6,0,0,0,5,2,0,0,0
3791,Mar-19,2093432,10843,7,6,0,0,0,6,4,0,0,0
3792,Aug-19,593241,10242,1,6,6,0,0,6,3,4,0,0
3793,Jan-19,51296,3698,7,5,7,0,0,6,7,6,0,0
3794,Feb-19,11349,10281,7,7,0,0,0,6,6,0,0,0
3795,Jul-19,4190,4419,6,6,0,0,0,1,1,0,0,0
3798,Oct-19,3982,51256,6,6,0,0,0,4,3,0,0,0
3799,Feb-19,53374,3507,6,6,0,0,0,4,1,0,0,0
3800,Jul-19,1459374,2536184,7,6,0,0,0,5,4,0,0,0
3802,Mar-19,10765,10339,6,6,0,0,0,2,2,0,0,0
3804,Mar-19,163432,50454,4,7,6,0,0,6,5,2,0,0
3806,Mar-19,45027,167938,4,7,6,0,0,6,5,4,0,0
3808,Sep-19,153710,246945,6,6,0,0,0,1,4,0,0,0
3809,Sep-19,47138,167844,6,3,6,0,0,4,6,1,0,0
3811,Oct-19,46561,52873,2,6,7,0,0,6,3,6,0,0
3812,Sep-19,10286,28150,6,6,0,0,0,4,3,0,0,0
3813,May-19,3699,2087254,4,6,7,0,0,6,3,6,0,0
3814,Sep-19,52341,95161,3,7,6,0,0,6,5,3,0,0
3816,Dec-19,11640,42381,1,6,6,0,0,6,1,2,0,0
3818,Jul-19,51794,2103686,6,6,0,0,0,1,0,0,0,0
3819,Oct-19,53840,3701,6,6,0,0,0,4,0,0,0,0
3820,Sep-19,84281,146056,6,1,6,0,0,3,6,1,0,0
3821,Feb-19,3691,3659,6,6,0,0,0,3,2,0,0,0
3822,Oct-19,1978582,249413,6,6,0,0,0,4,2,0,0,0
3823,Jul-19,2590128,41750,7,6,0,0,0,6,3,0,0,0
3824,May-19,45571,4707,6,6,0,0,0,2,2,0,0,0
3825,Jul-19,60157,198546,6,3,6,0,0,1,6,3,0,0
3827,Feb-19,91939,11186,6,6,0,0,0,0,3,0,0,0
3828,Nov-19,28080,379580,6,1,6,0,0,3,6,1,0,0
3829,Oct-19,49954,86388,6,6,0,0,0,3,2,0,0,0
3830,Oct-19,3482,27335,3,6,6,0,0,6,3,3,0,0
3831,Feb-19,1399808,27335,7,6,0,0,0,5,4,0,0,0
3833,Feb-19,3507,1744266,7,6,0,0,0,6,4,0,0,0
3834,Jul-19,802298,218755,6,7,0,0,0,3,5,0,0,0
3837,Dec-19,11342,11640,7,6,0,0,0,6,2,0,0,0
3838,Jun-19,734160,51794,2,6,7,0,0,6,1,6,0,0
3839,Mar-19,11134,10378,6,6,0,0,0,4,1,0,0,0
3840,Sep-19,1940917,1008596,7,6,0,0,0,6,4,0,0,0
3842,Sep-19,162815,207050,6,7,0,0,0,4,6,0,0,0
3843,Aug-19,398304,364584,5,6,7,0,0,7,2,5,0,0
3845,Aug-19,51433,2391589,6,6,0,0,0,2,4,0,0,0
3846,Sep-19,10819,10292,4,6,7,0,0,6,3,6,0,0
3847,Oct-19,60718,2537714,6,4,6,0,0,2,6,3,0,0
3848,Aug-19,51094,28150,6,6,0,0,0,4,3,0,0,0
3849,Oct-19,196974,4372,6,7,7,0,0,7,6,5,0,0
